id,Randon_check,claim_adjucation,ranking_decision,veteran_id,claim_id,ethicity,location,age_group,gender,period_of_service,rank,branch
461,0.53,denied,denied,V_461,C_999461,AA,loc_c,76-85,M,(w) GW Era - Post 9/11 only,Enlisted,Army
462,0.98,granted,granted_0,V_462,C_999462,AA,loc_c,76-85,M,(w) GW Era - Post 9/11 only,Enlisted,Army
463,0.49,denied,denied,V_463,C_999463,W,loc_a,66-75,M,(w) GW Era - Post 9/11 only,Enlisted,Army
464,0.54,granted,granted_0,V_464,C_999464,HL,loc_j,46-55,M,(w) GW Era - Post 9/11 only,Enlisted,Army
465,0.30,granted,granted_0,V_465,C_999465,W,loc_j,66-75,F,(p) VNE only,Officer,Army
466,0.71,granted,granted_0,V_466,C_999466,W,loc_k,26-35,M,(t) Between VNE & GW Era,Enlisted,Army
467,0.89,granted,granted_0,V_467,C_999467,AA,loc_j,56-65,ND,(o) Between KC & VNE,Enlisted,Army
468,0.73,denied,denied,V_468,C_999468,W,loc_k,56-65,M,(p) VNE only,Enlisted,Marines
469,0.78,denied,denied,V_469,C_999469,O,loc_a,56-65,M,(p) VNE only,Enlisted,Navy
470,0.59,denied,denied,V_470,C_999470,T,loc_e,66-75,ND,(t) Between VNE & GW Era,Enlisted,Marines
471,0.53,denied,denied,V_471,C_999471,W,loc_f,66-75,M,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,Enlisted,Army
472,0.42,denied,denied,V_472,C_999472,W,loc_f,66-75,M,(p) VNE only,Enlisted,Army
473,0.23,denied,denied,V_473,C_999473,W,loc_d,76-85,M,(p) VNE only,Enlisted,Navy
474,0.22,denied,denied,V_474,C_999474,AA,loc_l,56-65,M,(u) GW Era - Pre 9/11 only,Enlisted,Marines
475,0.25,granted,granted_10,V_475,C_999475,W,loc_j,76-85,M,(w) GW Era - Post 9/11 only,Enlisted,Navy
476,0.73,denied,denied,V_476,C_999476,HL,loc_c,76-85,M,(u) GW Era - Pre 9/11 only,Enlisted,Air Force
477,0.47,granted,granted_0,V_477,C_999477,HL,loc_l,76-85,M,(u) GW Era - Pre 9/11 only,Enlisted,Navy
478,0.99,granted,granted_0,V_478,C_999478,W,loc_g,56-65,M,(u) GW Era - Pre 9/11 only,Enlisted,Air Force
479,0.50,granted,granted_0,V_479,C_999479,W,loc_e,86-above,M,(w) GW Era - Post 9/11 only,Enlisted,Army
480,0.80,denied,denied,V_480,C_999480,W,loc_c,86-above,M,(t) Between VNE & GW Era,Enlisted,Army
481,0.72,denied,denied,V_481,C_999481,W,loc_l,66-75,F,(o) Between KC & VNE,Enlisted,Air Force
482,0.40,denied,denied,V_482,C_999482,W,loc_e,36- 45,M,(w) GW Era - Post 9/11 only,Enlisted,Air Force
483,0.35,granted,granted_0,V_483,C_999483,W,loc_l,76-85,M,(p) VNE only,Enlisted,Reserve Forces
484,0.69,granted,granted_0,V_484,C_999484,AA,loc_f,56-65,F,(m) KC only,Enlisted,Navy
485,0.42,denied,denied,V_485,C_999485,W,loc_k,76-85,M,(p) VNE only,Enlisted,Army
486,0.34,granted,granted_0,V_486,C_999486,W,loc_e,66-75,M,(w) GW Era - Post 9/11 only,Enlisted,Army
487,0.58,granted,granted_0,V_487,C_999487,W,loc_a,66-75,M,(t) Between VNE & GW Era,Officer,Army
488,0.82,denied,denied,V_488,C_999488,W,loc_j,76-85,F,(p) VNE only,Officer,Navy
489,0.02,granted,granted_10,V_489,C_999489,W,loc_l,46-55,F,(u) GW Era - Pre 9/11 only,Enlisted,Navy
490,0.09,denied,denied,V_490,C_999490,W,loc_j,56-65,M,(p) VNE only,Officer,Air Force
491,0.84,denied,denied,V_491,C_999491,W,loc_g,76-85,M,(t) Between VNE & GW Era,Enlisted,Marines
492,0.46,granted,granted_0,V_492,C_999492,W,loc_j,66-75,ND,(w) GW Era - Post 9/11 only,Officer,Army
493,0.01,denied,denied,V_493,C_999493,W,loc_i,76-85,ND,(t) Between VNE & GW Era,Officer,Army
494,0.99,granted,granted_0,V_494,C_999494,AI,loc_l,76-85,F,(u) GW Era - Pre 9/11 only,Enlisted,Army
495,0.64,granted,granted_0,V_495,C_999495,W,loc_e,76-85,M,(u) GW Era - Pre 9/11 only,Enlisted,Navy
496,0.88,granted,granted_0,V_496,C_999496,W,loc_a,76-85,M,(o) Between KC & VNE,Enlisted,Air Force
497,0.64,denied,denied,V_497,C_999497,W,loc_e,56-65,M,(w) GW Era - Post 9/11 only,Enlisted,Marines
498,0.79,denied,denied,V_498,C_999498,W,loc_g,56-65,F,(p) VNE only,Enlisted,Army
499,0.86,denied,denied,V_499,C_999499,W,loc_c,56-65,M,(p) VNE only,Enlisted,Army
500,0.61,denied,denied,V_500,C_999500,W,loc_f,56-65,M,(p) VNE only,Enlisted,Navy
501,0.60,denied,denied,V_501,C_999501,W,loc_k,66-75,M,(m) KC only,Enlisted,Navy
502,0.64,granted,granted_0,V_502,C_999502,W,loc_a,86-above,M,(p) VNE only,Enlisted,Marines
503,0.47,denied,denied,V_503,C_999503,AA,loc_l,76-85,M,(o) Between KC & VNE,Enlisted,Army
504,0.09,granted,granted_10,V_504,C_999504,W,loc_j,76-85,M,(w) GW Era - Post 9/11 only,Enlisted,Air Force
505,0.23,denied,denied,V_505,C_999505,W,loc_i,66-75,M,(w) GW Era - Post 9/11 only,Officer,Marines
506,0.96,denied,denied,V_506,C_999506,W,loc_j,86-above,M,(p) VNE only,Officer,Reserve Forces
507,0.17,denied,denied,V_507,C_999507,W,loc_j,36- 45,M,(p) VNE only,Enlisted,Air Force
508,0.64,denied,denied,V_508,C_999508,T,loc_g,76-85,M,(t) Between VNE & GW Era,Enlisted,Army
509,0.40,granted,granted_0,V_509,C_999509,W,loc_g,56-65,F,(p) VNE only,Enlisted,Army
510,0.38,granted,granted_0,V_510,C_999510,W,loc_k,56-65,F,(q) VNE & GW Era - Pre 9/11,Enlisted,Navy
511,0.03,denied,denied,V_511,C_999511,W,loc_a,66-75,M,(i) WWII only,Officer,Navy
512,0.49,denied,denied,V_512,C_999512,W,loc_j,66-75,M,(p) VNE only,Enlisted,Marines
513,0.18,denied,denied,V_513,C_999513,W,loc_l,66-75,F,(i) WWII only,Enlisted,Army
514,0.96,denied,denied,V_514,C_999514,W,loc_j,76-85,M,(w) GW Era - Post 9/11 only,Enlisted,Army
515,0.51,denied,denied,V_515,C_999515,W,loc_i,56-65,M,(p) VNE only,Enlisted,Air Force
516,0.02,granted,granted_10,V_516,C_999516,W,loc_e,56-65,F,(o) Between KC & VNE,Enlisted,Reserve Forces
517,0.66,granted,granted_0,V_517,C_999517,AA,loc_i,26-35,M,(p) VNE only,Enlisted,Non-Defense
518,0.57,denied,denied,V_518,C_999518,W,loc_l,76-85,M,(t) Between VNE & GW Era,Enlisted,Army
519,0.60,denied,denied,V_519,C_999519,AA,loc_c,46-55,F,(t) Between VNE & GW Era,Enlisted,Navy
520,0.17,denied,denied,V_520,C_999520,W,loc_i,66-75,M,(t) Between VNE & GW Era,Enlisted,Air Force
521,0.83,granted,granted_0,V_521,C_999521,AA,loc_f,76-85,M,(w) GW Era - Post 9/11 only,Enlisted,Army
522,0.17,denied,denied,V_522,C_999522,AA,loc_l,66-75,F,(w) GW Era - Post 9/11 only,Enlisted,Army
523,0.05,denied,denied,V_523,C_999523,W,loc_c,26-35,M,(u) GW Era - Pre 9/11 only,Enlisted,Marines
524,0.57,denied,denied,V_524,C_999524,W,loc_c,56-65,M,(p) VNE only,Enlisted,Air Force
525,0.06,granted,granted_10,V_525,C_999525,W,loc_l,86-above,F,(w) GW Era - Post 9/11 only,Enlisted,Navy
526,0.08,granted,granted_10,V_526,C_999526,HL,loc_l,56-65,M,(w) GW Era - Post 9/11 only,Enlisted,Navy
527,0.74,granted,granted_0,V_527,C_999527,W,loc_k,76-85,M,(m) KC only,Enlisted,Army
528,0.70,denied,denied,V_528,C_999528,W,loc_d,56-65,ND,(w) GW Era - Post 9/11 only,Enlisted,Navy
529,0.42,denied,denied,V_529,C_999529,W,loc_f,56-65,M,(p) VNE only,Enlisted,Air Force
530,0.15,denied,denied,V_530,C_999530,W,loc_a,76-85,M,(w) GW Era - Post 9/11 only,Enlisted,Navy
531,0.73,granted,granted_0,V_531,C_999531,W,loc_f,46-55,M,(p) VNE only,Enlisted,Army
532,0.87,denied,denied,V_532,C_999532,AA,loc_f,36- 45,M,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,Officer,Army
533,0.00,granted,granted_10,V_533,C_999533,W,loc_a,66-75,F,(p) VNE only,Enlisted,Navy
534,0.40,denied,denied,V_534,C_999534,A,loc_j,66-75,M,(p) VNE only,Enlisted,Air Force
535,0.37,denied,denied,V_535,C_999535,T,loc_d,76-85,F,(p) VNE only,Enlisted,Marines
536,0.96,denied,denied,V_536,C_999536,W,loc_e,76-85,M,(u) GW Era - Pre 9/11 only,Enlisted,Navy
537,0.95,granted,granted_0,V_537,C_999537,W,loc_i,76-85,M,(w) GW Era - Post 9/11 only,Enlisted,Navy
538,0.12,denied,denied,V_538,C_999538,W,loc_e,66-75,M,(w) GW Era - Post 9/11 only,Enlisted,Army
539,0.06,granted,granted_10,V_539,C_999539,AA,loc_j,46-55,M,(p) VNE only,Enlisted,Air Force
540,0.47,denied,denied,V_540,C_999540,T,loc_i,36- 45,M,(p) VNE only,Officer,Navy
541,0.74,denied,denied,V_541,C_999541,W,loc_i,76-85,M,(p) VNE only,Enlisted,Army
542,0.81,granted,granted_0,V_542,C_999542,W,loc_k,76-85,M,(p) VNE only,Enlisted,Army
543,0.57,denied,denied,V_543,C_999543,W,loc_f,76-85,M,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,Enlisted,Navy
544,0.02,denied,denied,V_544,C_999544,W,loc_j,86-above,M,(p) VNE only,Enlisted,Air Force
545,0.32,granted,granted_0,V_545,C_999545,W,loc_j,76-85,M,(q) VNE & GW Era - Pre 9/11,Enlisted,Army
546,0.87,denied,denied,V_546,C_999546,W,loc_g,86-above,M,(w) GW Era - Post 9/11 only,Enlisted,Marines
547,0.15,granted,granted_10,V_547,C_999547,W,loc_j,76-85,F,(u) GW Era - Pre 9/11 only,Enlisted,Reserve Forces
548,0.26,denied,denied,V_548,C_999548,W,loc_j,76-85,M,(u) GW Era - Pre 9/11 only,Enlisted,Navy
549,0.44,granted,granted_0,V_549,C_999549,W,loc_i,76-85,M,(u) GW Era - Pre 9/11 only,Enlisted,Army
550,0.67,granted,granted_0,V_550,C_999550,W,loc_e,36- 45,M,(u) GW Era - Pre 9/11 only,Enlisted,Army
551,0.52,denied,denied,V_551,C_999551,W,loc_h,86-above,M,(p) VNE only,Enlisted,Army
552,0.61,granted,granted_0,V_552,C_999552,W,loc_b,66-75,M,(u) GW Era - Pre 9/11 only,Enlisted,Air Force
553,0.59,denied,denied,V_553,C_999553,W,loc_i,66-75,M,(p) VNE only,Officer,Army
554,0.56,granted,granted_0,V_554,C_999554,W,loc_a,46-55,M,(t) Between VNE & GW Era,Enlisted,Navy
555,0.38,granted,granted_0,V_555,C_999555,W,loc_i,76-85,M,(p) VNE only,Enlisted,Air Force
556,0.80,denied,denied,V_556,C_999556,W,loc_a,36- 45,M,(u) GW Era - Pre 9/11 only,Enlisted,Marines
557,0.68,denied,denied,V_557,C_999557,W,loc_g,76-85,M,(o) Between KC & VNE,Enlisted,Air Force
558,0.29,granted,granted_10,V_558,C_999558,HL,loc_c,66-75,M,(p) VNE only,Enlisted,Army
559,0.11,denied,denied,V_559,C_999559,W,loc_f,66-75,M,(w) GW Era - Post 9/11 only,Enlisted,Army
560,0.18,denied,denied,V_560,C_999560,W,loc_a,56-65,M,(p) VNE only,Enlisted,Army
561,0.50,denied,denied,V_561,C_999561,W,loc_f,66-75,M,(m) KC only,Enlisted,Army
562,0.80,denied,denied,V_562,C_999562,W,loc_j,36- 45,M,(w) GW Era - Post 9/11 only,Enlisted,Navy
563,0.66,denied,denied,V_563,C_999563,W,loc_i,66-75,F,(w) GW Era - Post 9/11 only,Enlisted,Air Force
564,0.81,denied,denied,V_564,C_999564,W,loc_a,76-85,M,(q) VNE & GW Era - Pre 9/11,Enlisted,Marines
565,0.29,granted,granted_10,V_565,C_999565,A,loc_j,66-75,M,(p) VNE only,Enlisted,Army
566,0.57,granted,granted_0,V_566,C_999566,W,loc_a,36- 45,M,(t) Between VNE & GW Era,Enlisted,Army
567,0.44,granted,granted_0,V_567,C_999567,AI,loc_l,66-75,M,(w) GW Era - Post 9/11 only,Enlisted,Army
568,0.27,denied,denied,V_568,C_999568,W,loc_l,26-35,M,(o) Between KC & VNE,Enlisted,Army
569,0.75,granted,granted_0,V_569,C_999569,W,loc_e,66-75,M,(p) VNE only,Enlisted,Marines
570,0.43,granted,granted_0,V_570,C_999570,W,loc_l,76-85,M,(o) Between KC & VNE,Enlisted,Marines
571,0.51,denied,denied,V_571,C_999571,AA,loc_f,66-75,ND,(t) Between VNE & GW Era,Enlisted,Navy
572,0.20,denied,denied,V_572,C_999572,W,loc_d,76-85,M,(o) Between KC & VNE,Enlisted,Marines
573,0.23,denied,denied,V_573,C_999573,W,loc_i,56-65,M,(p) VNE only,Enlisted,Reserve Forces
574,0.83,granted,granted_0,V_574,C_999574,W,loc_i,46-55,M,(p) VNE only,Enlisted,Army
575,0.91,denied,denied,V_575,C_999575,AA,loc_i,76-85,M,(w) GW Era - Post 9/11 only,Enlisted,Air Force
576,0.82,granted,granted_0,V_576,C_999576,W,loc_j,76-85,ND,(s) VNE & GW Era - Post 9/11,Enlisted,Army
577,0.27,granted,granted_10,V_577,C_999577,W,loc_c,66-75,M,(p) VNE only,Enlisted,Army
578,0.10,denied,denied,V_578,C_999578,W,loc_h,46-55,M,(t) Between VNE & GW Era,Enlisted,Army
579,0.77,granted,granted_0,V_579,C_999579,W,loc_e,56-65,M,(w) GW Era - Post 9/11 only,Enlisted,Army
580,0.44,denied,denied,V_580,C_999580,W,loc_g,66-75,M,(w) GW Era - Post 9/11 only,Enlisted,Army
581,0.81,denied,denied,V_581,C_999581,W,loc_e,76-85,M,(m) KC only,Enlisted,Army
582,0.04,granted,granted_10,V_582,C_999582,W,loc_i,26-35,M,(u) GW Era - Pre 9/11 only,Officer,Navy
583,0.95,denied,denied,V_583,C_999583,W,loc_i,76-85,M,(p) VNE only,Enlisted,Army
584,0.71,denied,denied,V_584,C_999584,W,loc_b,76-85,M,(t) Between VNE & GW Era,Enlisted,Air Force
585,0.66,denied,denied,V_585,C_999585,W,loc_a,46-55,M,(u) GW Era - Pre 9/11 only,Enlisted,Army
586,0.82,granted,granted_0,V_586,C_999586,W,loc_c,76-85,ND,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,Enlisted,Navy
587,0.07,granted,granted_10,V_587,C_999587,W,loc_l,66-75,M,(o) Between KC & VNE,Officer,Navy
588,0.07,denied,denied,V_588,C_999588,W,loc_f,56-65,M,(t) Between VNE & GW Era,Enlisted,Marines
589,0.84,denied,denied,V_589,C_999589,W,loc_j,25-under,M,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,Enlisted,Army
590,0.21,denied,denied,V_590,C_999590,HL,loc_a,26-35,M,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,Enlisted,Army
591,0.59,granted,granted_0,V_591,C_999591,P,loc_e,76-85,F,(t) Between VNE & GW Era,Enlisted,Air Force
592,0.56,denied,denied,V_592,C_999592,W,loc_i,66-75,M,(t) Between VNE & GW Era,Enlisted,Army
593,0.19,granted,granted_10,V_593,C_999593,W,loc_f,56-65,M,(p) VNE only,Enlisted,Army
594,0.04,granted,granted_10,V_594,C_999594,W,loc_l,56-65,M,(t) Between VNE & GW Era,Enlisted,Navy
595,0.39,denied,denied,V_595,C_999595,AA,loc_j,56-65,M,(w) GW Era - Post 9/11 only,Enlisted,Army
596,0.78,denied,denied,V_596,C_999596,W,loc_c,56-65,M,(p) VNE only,Enlisted,Army
597,0.80,denied,denied,V_597,C_999597,W,loc_j,26-35,M,(u) GW Era - Pre 9/11 only,Enlisted,Army
598,0.38,denied,denied,V_598,C_999598,HL,loc_a,76-85,M,(t) Between VNE & GW Era,Enlisted,Navy
599,0.94,granted,granted_0,V_599,C_999599,W,loc_i,76-85,M,(o) Between KC & VNE,Enlisted,Navy
600,0.24,granted,granted_10,V_600,C_999600,W,loc_e,76-85,M,(p) VNE only,Enlisted,Army
601,0.26,denied,denied,V_601,C_999601,AA,loc_k,66-75,M,(t) Between VNE & GW Era,Enlisted,Air Force
602,0.52,granted,granted_0,V_602,C_999602,W,loc_i,76-85,M,(p) VNE only,Enlisted,Army
603,0.56,denied,denied,V_603,C_999603,A,loc_f,76-85,F,(p) VNE only,Enlisted,Air Force
604,0.41,granted,granted_0,V_604,C_999604,AA,loc_d,76-85,M,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,Enlisted,Army
605,0.09,granted,granted_10,V_605,C_999605,W,loc_d,46-55,M,(t) Between VNE & GW Era,Enlisted,Air Force
606,0.02,granted,granted_10,V_606,C_999606,W,loc_h,36- 45,M,(t) Between VNE & GW Era,Enlisted,Navy
607,0.75,granted,granted_0,V_607,C_999607,W,loc_f,66-75,M,(w) GW Era - Post 9/11 only,Enlisted,Navy
608,0.02,granted,granted_10,V_608,C_999608,W,loc_a,76-85,M,(u) GW Era - Pre 9/11 only,Enlisted,Army
609,0.31,granted,granted_0,V_609,C_999609,W,loc_j,76-85,M,(u) GW Era - Pre 9/11 only,Enlisted,Marines
610,0.88,denied,denied,V_610,C_999610,W,loc_i,76-85,M,(w) GW Era - Post 9/11 only,Enlisted,Army
611,0.71,granted,granted_0,V_611,C_999611,W,loc_j,66-75,F,(w) GW Era - Post 9/11 only,Enlisted,Navy
612,0.45,granted,granted_0,V_612,C_999612,W,loc_f,56-65,M,(w) GW Era - Post 9/11 only,Enlisted,Army
613,0.18,denied,denied,V_613,C_999613,AA,loc_j,66-75,M,(p) VNE only,Enlisted,Navy
614,0.56,granted,granted_0,V_614,C_999614,HL,loc_l,86-above,M,(w) GW Era - Post 9/11 only,Enlisted,Reserve Forces
615,0.89,denied,denied,V_615,C_999615,W,loc_j,66-75,M,(p) VNE only,Enlisted,Air Force
616,0.12,denied,denied,V_616,C_999616,W,loc_k,56-65,F,(t) Between VNE & GW Era,Enlisted,Air Force
617,0.65,denied,denied,V_617,C_999617,AA,loc_k,56-65,M,(t) Between VNE & GW Era,Enlisted,Air Force
618,0.64,denied,denied,V_618,C_999618,W,loc_e,76-85,M,(u) GW Era - Pre 9/11 only,Enlisted,Marines
619,0.27,granted,granted_10,V_619,C_999619,W,loc_e,66-75,M,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,Enlisted,Army
620,0.02,granted,granted_10,V_620,C_999620,W,loc_l,66-75,F,(u) GW Era - Pre 9/11 only,Officer,Army
621,0.70,denied,denied,V_621,C_999621,T,loc_k,66-75,F,(w) GW Era - Post 9/11 only,Enlisted,Army
622,0.42,denied,denied,V_622,C_999622,W,loc_j,76-85,M,(i) WWII only,Officer,Navy
623,0.52,denied,denied,V_623,C_999623,W,loc_j,66-75,M,(u) GW Era - Pre 9/11 only,Enlisted,Reserve Forces
624,0.88,denied,denied,V_624,C_999624,W,loc_j,66-75,M,(u) GW Era - Pre 9/11 only,Enlisted,Air Force
625,0.74,granted,granted_0,V_625,C_999625,W,loc_c,86-above,M,(u) GW Era - Pre 9/11 only,Enlisted,Army
626,0.57,granted,granted_0,V_626,C_999626,W,loc_j,66-75,F,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,Enlisted,Navy
627,0.90,denied,denied,V_627,C_999627,W,loc_l,66-75,M,(m) KC only,Enlisted,Army
628,0.29,granted,granted_10,V_628,C_999628,W,loc_c,76-85,M,(w) GW Era - Post 9/11 only,Enlisted,Reserve Forces
629,0.91,granted,granted_0,V_629,C_999629,HL,loc_i,66-75,M,(p) VNE only,Enlisted,Air Force
630,0.50,granted,granted_0,V_630,C_999630,W,loc_f,66-75,M,(p) VNE only,Enlisted,Marines
631,0.22,granted,granted_10,V_631,C_999631,W,loc_l,66-75,M,(t) Between VNE & GW Era,Enlisted,Non-Defense
632,0.37,denied,denied,V_632,C_999632,W,loc_j,56-65,F,"(r) VNE, GW Era - Pre 9/11, GW Era - Post 9/11",Enlisted,Army
633,0.83,denied,denied,V_633,C_999633,W,loc_e,86-above,M,(w) GW Era - Post 9/11 only,Enlisted,Navy
634,0.16,denied,denied,V_634,C_999634,W,loc_f,76-85,M,(w) GW Era - Post 9/11 only,Enlisted,Navy
635,0.51,granted,granted_0,V_635,C_999635,A,loc_i,86-above,M,(w) GW Era - Post 9/11 only,Enlisted,Navy
636,0.08,granted,granted_10,V_636,C_999636,W,loc_e,66-75,M,(w) GW Era - Post 9/11 only,Officer,Army
637,0.98,granted,granted_0,V_637,C_999637,W,loc_j,66-75,M,(o) Between KC & VNE,Officer,Marines
638,0.73,granted,granted_0,V_638,C_999638,A,loc_j,76-85,M,(p) VNE only,Enlisted,Army
639,0.94,granted,granted_0,V_639,C_999639,AA,loc_l,66-75,M,(w) GW Era - Post 9/11 only,Enlisted,Army
640,0.81,denied,denied,V_640,C_999640,W,loc_j,66-75,M,(p) VNE only,Enlisted,Reserve Forces
641,0.09,granted,granted_10,V_641,C_999641,W,loc_e,66-75,F,(t) Between VNE & GW Era,Enlisted,Navy
642,0.44,denied,denied,V_642,C_999642,AA,loc_k,66-75,M,(u) GW Era - Pre 9/11 only,Enlisted,Reserve Forces
643,0.47,denied,denied,V_643,C_999643,W,loc_i,76-85,M,(w) GW Era - Post 9/11 only,Officer,Air Force
644,0.75,granted,granted_0,V_644,C_999644,AI,loc_e,76-85,M,(w) GW Era - Post 9/11 only,Enlisted,Marines
645,0.36,granted,granted_0,V_645,C_999645,W,loc_j,56-65,M,(u) GW Era - Pre 9/11 only,Enlisted,Air Force
646,0.30,granted,granted_0,V_646,C_999646,W,loc_l,66-75,M,(p) VNE only,Enlisted,Air Force
647,0.70,denied,denied,V_647,C_999647,W,loc_j,76-85,M,(p) VNE only,Enlisted,Navy
648,0.50,granted,granted_0,V_648,C_999648,W,loc_e,76-85,M,(u) GW Era - Pre 9/11 only,Enlisted,Air Force
649,0.79,denied,denied,V_649,C_999649,W,loc_e,76-85,M,(w) GW Era - Post 9/11 only,Enlisted,Navy
650,0.84,denied,denied,V_650,C_999650,W,loc_b,76-85,F,(p) VNE only,Enlisted,Army
651,0.17,denied,denied,V_651,C_999651,W,loc_l,76-85,M,(w) GW Era - Post 9/11 only,Enlisted,Army
652,0.49,granted,granted_0,V_652,C_999652,W,loc_g,36- 45,M,(u) GW Era - Pre 9/11 only,Enlisted,Army
653,0.71,granted,granted_0,V_653,C_999653,W,loc_l,66-75,M,(w) GW Era - Post 9/11 only,Enlisted,Air Force
654,0.28,granted,granted_10,V_654,C_999654,W,loc_j,56-65,F,(u) GW Era - Pre 9/11 only,Enlisted,Army
655,0.76,denied,denied,V_655,C_999655,W,loc_f,76-85,M,(w) GW Era - Post 9/11 only,Enlisted,Army
656,0.17,granted,granted_10,V_656,C_999656,AA,loc_j,46-55,M,(w) GW Era - Post 9/11 only,Enlisted,Navy
657,0.57,granted,granted_0,V_657,C_999657,W,loc_e,46-55,M,(p) VNE only,Officer,Navy
658,0.19,granted,granted_10,V_658,C_999658,A,loc_l,76-85,M,(u) GW Era - Pre 9/11 only,Enlisted,Army
659,0.47,denied,denied,V_659,C_999659,W,loc_k,56-65,M,(w) GW Era - Post 9/11 only,Enlisted,Army
660,0.66,granted,granted_0,V_660,C_999660,O,loc_j,56-65,M,(o) Between KC & VNE,Enlisted,Navy
661,0.23,granted,granted_10,V_661,C_999661,W,loc_i,36- 45,M,(o) Between KC & VNE,Enlisted,Reserve Forces
662,0.33,granted,granted_0,V_662,C_999662,W,loc_d,76-85,M,(u) GW Era - Pre 9/11 only,Enlisted,Army
663,0.48,denied,denied,V_663,C_999663,W,loc_h,46-55,M,(m) KC only,Enlisted,Army
664,0.94,denied,denied,V_664,C_999664,AA,loc_l,76-85,M,(p) VNE only,Enlisted,Army
665,0.12,granted,granted_10,V_665,C_999665,HL,loc_d,26-35,F,(u) GW Era - Pre 9/11 only,Enlisted,Army
666,0.34,granted,granted_0,V_666,C_999666,HL,loc_l,66-75,M,(o) Between KC & VNE,Enlisted,Reserve Forces
667,0.57,denied,denied,V_667,C_999667,W,loc_j,76-85,M,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,Enlisted,Marines
668,0.20,denied,denied,V_668,C_999668,W,loc_i,76-85,F,(p) VNE only,Officer,Air Force
669,0.67,granted,granted_0,V_669,C_999669,W,loc_j,46-55,M,(p) VNE only,Enlisted,Army
670,0.56,granted,granted_0,V_670,C_999670,W,loc_k,76-85,M,(w) GW Era - Post 9/11 only,Enlisted,Navy
671,0.94,denied,denied,V_671,C_999671,W,loc_e,76-85,M,(w) GW Era - Post 9/11 only,Enlisted,Army
672,0.13,denied,denied,V_672,C_999672,W,loc_a,66-75,M,(u) GW Era - Pre 9/11 only,Enlisted,Air Force
673,0.17,denied,denied,V_673,C_999673,W,loc_a,66-75,M,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,Enlisted,Army
674,0.77,denied,denied,V_674,C_999674,W,loc_a,56-65,M,(p) VNE only,Officer,Navy
675,0.46,denied,denied,V_675,C_999675,AA,loc_i,56-65,M,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,Enlisted,Army
676,0.36,denied,denied,V_676,C_999676,W,loc_d,56-65,M,(p) VNE only,Enlisted,Air Force
677,0.07,granted,granted_10,V_677,C_999677,W,loc_f,76-85,M,(p) VNE only,Enlisted,Army
678,0.35,granted,granted_0,V_678,C_999678,W,loc_e,66-75,M,(m) KC only,Enlisted,Army
679,0.30,granted,granted_10,V_679,C_999679,W,loc_c,86-above,M,(p) VNE only,Enlisted,Army
680,0.66,granted,granted_0,V_680,C_999680,W,loc_j,66-75,M,(p) VNE only,Enlisted,Army
681,0.46,denied,denied,V_681,C_999681,W,loc_c,66-75,F,(p) VNE only,Enlisted,Army
682,0.50,granted,granted_0,V_682,C_999682,W,loc_j,86-above,M,(w) GW Era - Post 9/11 only,Enlisted,Navy
683,0.32,granted,granted_0,V_683,C_999683,W,loc_i,66-75,M,(p) VNE only,Enlisted,Army
684,0.59,denied,denied,V_684,C_999684,W,loc_a,66-75,M,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,Enlisted,Army
685,0.90,denied,denied,V_685,C_999685,A,loc_j,56-65,F,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,Enlisted,Marines
686,0.62,denied,denied,V_686,C_999686,W,loc_e,26-35,M,(p) VNE only,Enlisted,Navy
687,0.88,granted,granted_0,V_687,C_999687,W,loc_e,66-75,M,(p) VNE only,Enlisted,Navy
688,0.80,granted,granted_0,V_688,C_999688,W,loc_g,76-85,M,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,Enlisted,Army
689,0.53,granted,granted_0,V_689,C_999689,AI,loc_f,86-above,F,(p) VNE only,Enlisted,Army
690,0.61,denied,denied,V_690,C_999690,W,loc_j,56-65,F,(p) VNE only,Enlisted,Army
691,0.42,granted,granted_0,V_691,C_999691,W,loc_e,66-75,M,(t) Between VNE & GW Era,Enlisted,Air Force
692,0.98,denied,denied,V_692,C_999692,W,loc_j,36- 45,M,(p) VNE only,Enlisted,Army
693,0.88,denied,denied,V_693,C_999693,AA,loc_i,56-65,M,(w) GW Era - Post 9/11 only,Enlisted,Navy
694,0.60,denied,denied,V_694,C_999694,W,loc_a,26-35,M,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,Enlisted,Navy
695,0.27,denied,denied,V_695,C_999695,AA,loc_h,76-85,M,(w) GW Era - Post 9/11 only,Enlisted,Army
